"Customer Shipment Date","Merchant SKU","FNSKU","ASIN","FC","Quantity","Amazon Order Id","Currency","Product Amount","Shipping Amount","Gift Amount","Shipment To City","Shipment To State","Shipment To Postal Code"
"2025-06-30T13:02:16+05:30","1K-FDUR-VSJX","X0013JH1VB","1949395243","DEL5","1","402-9337055-9832352","INR","498.00","0.00","0.00","MOHALI","PUNJAB","140308"
"2025-06-30T12:56:41+05:30","COMBO-TPS-2","X001E1U4XF","1636510434","LKO1","1","402-6219061-3682726","INR","2845.00","0.00","0.00","AHMEDABAD","GUJARAT","380058"
"2025-06-30T11:45:42+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","406-6638897-1237126","INR","1897.00","40.00","0.00","GREATER NOIDA","UTTAR PRADESH","201310"
"2025-06-30T09:34:14+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","CJB1","1","403-3058015-8696337","INR","1897.00","40.00","0.00","calicut","kerala","673661"
"2025-06-30T02:54:39+05:30","15-KVM1-4SWU","X00176YALT","1949395774","BOM7","1","405-6913897-5223559","INR","498.00","0.00","0.00","PUNE","MAHARASHTRA","411045"
"2025-06-30T01:20:33+05:30","15-KVM1-4SWU","X00176YALT","1949395774","AMD2","1","402-3067080-4341945","INR","498.00","40.00","0.00","Rajkot","Gujarat","360005"
"2025-06-30T00:50:10+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","BOM5","1","402-2213341-9791521","INR","498.00","0.00","0.00","Pimpri Chinchwad","MAHARASHTRA","412101"
"2025-06-30T00:27:34+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","402-0928220-4053903","INR","1897.00","40.00","0.00","SAMALKOTA","ANDHRA PRADESH","533434"
"2025-06-30T00:11:32+05:30","NY-9T1P-NNNQ","X0024MM9J5","1636512364","CCX2","1","403-3840121-6905139","INR","795.00","40.00","0.00","Rosera","BIHAR","848210"
"2025-06-29T23:54:13+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","JPX2","1","408-4516354-5439556","INR","758.00","0.00","0.00","NEW DELHI","DELHI","110010"
"2025-06-29T23:29:35+05:30","F9-Y1UW-EUFE","X0029QKCCR","1636513360","AMD2","1","403-2978195-1309139","INR","499.00","0.00","0.00","BENGALURU","KARNATAKA","560014"
"2025-06-29T23:26:35+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","CCX1","1","407-5707587-9520346","INR","758.00","0.00","0.00","Bidhan Nagar","WEST BENGAL","700064"
"2025-06-29T23:22:24+05:30","1K-FDUR-VSJX","X0013JH1VB","1949395243","DEL5","1","406-0245079-7301901","INR","498.00","0.00","0.00","new delhi","new delhi","110026"
"2025-06-29T23:21:38+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","BLR7","1","171-9198410-9879531","INR","975.00","0.00","0.00","HYDERABAD","TELANGANA","500045"
"2025-06-29T21:52:41+05:30","CI-WFL9-687M","X001FQGQMR","163651040X","BLR8","1","402-7590074-5945939","INR","347.00","40.00","0.00","Hyderabad","TELANGANA","500032"
"2025-06-29T21:42:12+05:30","5O-W493-HJ5X","X001VKTQM9","B0CH2HFY1G","PNQ3","1","403-0247447-6424331","INR","852.00","0.00","0.00","pune","maharashtra","411014"
"2025-06-29T21:35:49+05:30","LU-RHPB-UTV3","X0020KHC9N","1636511635","AMD2","1","408-6796076-4979553","INR","498.00","0.00","0.00","Ahmedabad","GUJARAT","382421"
"2025-06-29T21:08:37+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","407-2309135-5346707","INR","758.00","40.00","0.00","PUNALUR","KERALA","691305"
"2025-06-29T19:44:12+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CCX1","1","406-9470686-7101136","INR","532.00","40.00","0.00","CHAKDAHA","WEST BENGAL","741222"
"2025-06-29T19:41:11+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","BOM5","1","407-9503326-0121119","INR","1897.00","40.00","0.00","JAIPUR","RAJASTHAN","302016"
"2025-06-29T18:47:35+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","LKO1","1","406-7941805-1122735","INR","758.00","40.00","0.00","PRAYAGRAJ","UTTAR PRADESH","211010"
"2025-06-29T17:49:12+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CJB1","1","403-8384045-3598756","INR","532.00","40.00","0.00","Chennai","TAMIL NADU","600041"
"2025-06-29T17:26:35+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","404-5018367-7608320","INR","758.00","0.00","0.00","BENGALURU","KARNATAKA","560022"
"2025-06-29T16:59:16+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","CJB1","1","402-4823179-7684361","INR","1897.00","0.00","0.00","TIRUCHIRAPPALLI","TAMIL NADU","620102"
"2025-06-29T14:51:12+05:30","2L-SVTF-KMWT","X001YWBYSD","163651118X","LKO1","1","171-0336861-1259509","INR","498.00","40.00","0.00","NEW DELHI","DELHI","110025"
"2025-06-29T11:32:12+05:30","O9-XXEF-TQR4","X0028IILDN","1636513689","AMD2","1","171-5600999-2362762","INR","978.00","0.00","0.00","BENGALURU","KARNATAKA","560067"
"2025-06-29T11:17:37+05:30","YX-MCPG-25XV","X00290A4CV","1636513298","BLR8","1","171-2958519-9541952","INR","499.00","0.00","0.00","BENGALURU","KARNATAKA","560076"
"2025-06-29T09:55:10+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","MAA4","1","406-2839260-6670766","INR","975.00","0.00","0.00","SULLURU","ANDHRA PRADESH","524121"
"2025-06-29T03:47:35+05:30","L2-74Q5-MRU2","X001ADBDZZ","1636510051","BOM5","1","402-3629461-9933147","INR","498.00","0.00","0.00","BENGALURU","KARNATAKA","560037"
"2025-06-29T02:10:34+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","404-0386641-3025138","INR","1897.00","40.00","0.00","NEW DELHI","DELHI","110037"
"2025-06-29T01:04:33+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","402-2325516-1477962","INR","758.00","0.00","0.00","BENGALURU","KARNATAKA","560016"
"2025-06-29T00:14:18+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","MAA4","1","407-2749651-5195549","INR","758.00","40.00","0.00","CHENNAI","TAMIL NADU","600032"
"2025-06-28T23:40:11+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","408-8461702-4922736","INR","758.00","0.00","0.00","Bengaluru","KARNATAKA","560043"
"2025-06-28T23:15:36+05:30","15-KVM1-4SWU","X00176YALT","1949395774","AMD2","1","404-6401882-7497965","INR","498.00","40.00","0.00","AHMEDABAD","GUJARAT","380054"
"2025-06-28T22:22:35+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","CJB1","1","404-3714363-1834710","INR","975.00","40.00","0.00","KOZHIKODE","KERALA","673661"
"2025-06-28T21:41:16+05:30","D8-RLCZ-ZOUR","X001QVXAQV","1636511589","BOM5","1","405-9540950-3725101","INR","635.00","0.00","0.00","MUMBAI","MAHARASHTRA","400053"
"2025-06-28T20:32:19+05:30","D6-ZTC4-956S","X001QQJDKN","1636511570","BLR8","1","405-9540950-3725101","INR","795.00","0.00","0.00","MUMBAI","MAHARASHTRA","400053"
"2025-06-28T20:19:18+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","403-8222899-1043544","INR","1897.00","40.00","0.00","CHILAKALURIPET","ANDHRA PRADESH","522616"
"2025-06-28T20:14:36+05:30","COMBO-TPS-2","X001E1U4XF","1636510434","LKO1","1","403-2005362-3609113","INR","2845.00","0.00","0.00","GURUGRAM","HARYANA","122010"
"2025-06-28T20:06:10+05:30","2L-SVTF-KMWT","X001YWBYSD","163651118X","BOM5","1","408-3412658-8132309","INR","498.00","0.00","0.00","PUNE","MAHARASHTRA","411038"
"2025-06-28T20:02:36+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BOM5","1","171-7437143-4924305","INR","758.00","0.00","0.00","HYDERABAD","TELANGANA","500081"
"2025-06-28T19:54:12+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","CJB1","1","403-8831089-6376314","INR","758.00","0.00","0.00","HYDERABAD","TELANGANA","500016"
"2025-06-28T19:52:44+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","DEL5","1","408-6895072-2324337","INR","532.00","40.00","0.00","Greater Noida","UTTAR PRADESH","201310"
"2025-06-28T19:07:35+05:30","FA-VCAZ-MWW3","X001VZ1B0J","B0CKGWZ2VF","CJB1","1","404-4841159-3725117","INR","739.00","0.00","0.00","COIMBATORE","TAMIL NADU","641035"
"2025-06-28T17:55:10+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","CJB1","1","407-5729149-1994768","INR","975.00","40.00","0.00","Sankarankoil","TAMIL NADU","627756"
"2025-06-28T16:40:11+05:30","TI-UGI2-MRSG","X001AXM9YJ","1636510027","BOM5","1","408-2536060-9718750","INR","498.00","0.00","0.00","CHENNAI","TAMIL NADU","600037"
"2025-06-28T15:00:38+05:30","CO-QCPV-SEI3","X001CLRRT1","1636510310","CJB1","1","402-4090351-1828358","INR","498.00","0.00","0.00","NAZERATH","TAMIL NADU","628617"
"2025-06-28T14:25:12+05:30","0Z-GJKV-T4YS","X001EPBRZZ","B09928KGB6","DEL4","1","407-9166694-2693916","INR","1467.00","40.00","0.00","SIDCUL HARIDWAR","UTTARAKHAND","249402"
"2025-06-28T13:35:12+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","DEL5","1","406-2556186-0464366","INR","532.00","0.00","0.00","JALANDHAR","PUNJAB","144005"
"2025-06-28T12:36:09+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","TQBF","1","171-9497167-0517130","INR","1897.00","0.00","0.00","ADALAJ","GUJARAT","382421"
"2025-06-28T11:16:25+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","BLR7","1","405-3045534-1601164","INR","1897.00","40.00","0.00","GANNAVARAM","ANDHRA PRADESH","521101"
"2025-06-28T11:16:25+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","405-3045534-1601164","INR","758.00","40.00","0.00","GANNAVARAM","ANDHRA PRADESH","521101"
"2025-06-28T09:40:37+05:30","1K-FDUR-VSJX","X0013JH1VB","1949395243","CJB1","1","404-1024708-0150753","INR","498.00","40.00","0.00","KANNAPURAM","KERALA","670301"
"2025-06-28T09:40:37+05:30","03-NWK0-6I3X","X001IF8NA3","163651071X","CJB1","1","404-1024708-0150753","INR","498.00","40.00","0.00","KANNAPURAM","KERALA","670301"
"2025-06-28T09:19:51+05:30","F9-Y1UW-EUFE","X0029QKCCR","1636513360","AMD2","1","171-9421785-6801138","INR","499.00","0.00","0.00","kolkata","WEST BENGAL","743123"
"2025-06-28T04:59:13+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","403-8525125-5284338","INR","1897.00","40.00","0.00","HYDERABAD","TELANGANA","500008"
"2025-06-28T04:41:33+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CJB1","1","403-7204560-7377912","INR","532.00","40.00","0.00","HYDERABAD","TELANGANA","500058"
"2025-06-28T04:16:12+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","BOM7","1","402-0004524-0235513","INR","498.00","0.00","0.00","Pune","MAHARASHTRA","411057"
"2025-06-28T04:07:34+05:30","1T-VT5B-1S8D","X001QW0E1T","1636511597","BOM5","1","406-8289157-3610712","INR","635.00","40.00","0.00","Pune","MAHARASHTRA","411038"
"2025-06-28T03:24:37+05:30","0Z-GJKV-T4YS","X001EPBRZZ","B09928KGB6","BOM5","1","407-4859236-4129965","INR","1467.00","40.00","0.00","navi Mumbai","MAHARASHTRA","410210"
"2025-06-28T01:09:16+05:30","D8-RLCZ-ZOUR","X001QVXAQV","1636511589","BOM7","1","171-6192626-0837910","INR","635.00","0.00","0.00","MUMBAI","MAHARASHTRA","400052"
"2025-06-28T00:25:11+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","PAX1","1","405-5156404-9297159","INR","1897.00","0.00","0.00","KOTDWARA","UTTARAKHAND","246149"
"2025-06-27T22:51:38+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","DEL5","1","408-1970552-5188304","INR","975.00","40.00","0.00","PANCHKULA","HARYANA","134117"
"2025-06-27T21:40:36+05:30","Z5-K39L-ZOXH","X001WM57P1","B0CN6RYLV1","BOM7","1","403-0695839-3244364","INR","978.00","0.00","0.00","Mumbai","MAHARASHTRA","400080"
"2025-06-27T20:27:43+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CJB1","1","408-4026555-7381939","INR","532.00","40.00","0.00","THANJAVUR","TAMIL NADU","613004"
"2025-06-27T20:11:36+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","CCX2","1","402-3018916-0814728","INR","758.00","40.00","0.00","AIHO","WEST BENGAL","732121"
"2025-06-27T20:10:34+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CJB1","1","171-0543474-4991558","INR","532.00","40.00","0.00","TIRUPATI","ANDHRA PRADESH","517502"
"2025-06-27T18:06:13+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","BLR8","1","404-9982492-2823540","INR","2752.00","0.00","0.00","BENGALURU","KARNATAKA","560092"
"2025-06-27T16:05:14+05:30","CW-JKAK-N2VV","X001PKZXBN","1636511511","BLR7","1","402-2739545-3168315","INR","498.00","0.00","0.00","ERNAKULAM","KERALA","682303"
"2025-06-27T15:52:35+05:30","L2-74Q5-MRU2","X001ADBDZZ","1636510051","CCX2","1","402-7878476-1907505","INR","498.00","0.00","0.00","KOLKATA","WEST BENGAL","700075"
"2025-06-27T15:46:36+05:30","TG-BTKZ-W0P1","X001VH3K7J","B0CGKKXXX3","DEL5","1","404-3954430-9071546","INR","547.00","0.00","0.00","Bengaluru","KARNATAKA","560059"
"2025-06-27T15:32:10+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","CCX1","1","407-1135807-6685102","INR","498.00","0.00","0.00","CUTTACK","ODISHA","753014"
"2025-06-27T13:57:12+05:30","3U-S9OB-C03I","X001VKNBJ3","B0CH2FNRVV","CCX1","1","407-5018540-4283566","INR","853.00","40.00","0.00","Bidhannagar","WEST BENGAL","700091"
"2025-06-27T13:34:14+05:30","SQ-GG71-Y57X","X001VKOO49","B0CGL7W1QT","CCX2","1","407-3942712-6349110","INR","567.00","40.00","0.00","KOLKATA","WEST BENGAL","700074"
"2025-06-27T12:28:51+05:30","WZ-DVPR-WWES","X001MK1U09","B0BC8T355P","TQBF","1","404-5361574-7879522","INR","1467.00","0.00","0.00","Pune","Maharashtra","411058"
"2025-06-27T12:28:51+05:30","L3-RHNH-9WSP","X001SFOJ5L","B0C6LQ8X9W","TQBF","1","404-4513052-1402751","INR","1467.00","0.00","0.00","PIMPRI CHINCHWAD","MAHARASHTRA","412101"
"2025-06-27T11:56:37+05:30","CI-WFL9-687M","X001FQGQMR","163651040X","CJB1","1","403-2756135-1178718","INR","347.00","0.00","0.00","Coimbatore","TAMIL NADU","641028"
"2025-06-27T11:20:35+05:30","SQ-GG71-Y57X","X001VKOO49","B0CGL7W1QT","BOM5","3","402-0801436-3922764","INR","567.00","0.00","0.00","Chennai","TAMIL NADU","600100"
"2025-06-27T11:12:36+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","BLR7","1","405-8499816-3452300","INR","498.00","40.00","0.00","BENGALURU","KARNATAKA","560100"
"2025-06-27T11:09:12+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","CJB1","1","403-0954963-4673963","INR","532.00","0.00","0.00","CHENNAI","TAMIL NADU","600100"
"2025-06-27T11:01:10+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","171-4193062-9839555","INR","1897.00","0.00","0.00","Shillong","MEGHALAYA","793001"
"2025-06-27T10:20:10+05:30","QJ-VHWP-DIHJ","X001VHDSOT","B0CGWX1NM3","BOM7","1","402-0801436-3922764","INR","567.00","0.00","0.00","Chennai","TAMIL NADU","600100"
"2025-06-27T10:07:10+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","BOM7","1","402-7927159-4852369","INR","532.00","40.00","0.00","SAGAR","MADHYA PRADESH","470001"
"2025-06-27T09:36:31+05:30","COMBO-TPS-2","X001E1U4XF","1636510434","HYD8","1","407-4485807-5508367","INR","2845.00","0.00","0.00","DEHRADUN","UTTARAKHAND","248001"
"2025-06-27T09:04:38+05:30","3O-7GIY-GAIA","X0017F0ZZ5","1949395839","BOM5","1","408-0390751-8947545","INR","474.00","40.00","0.00","Nashik","MAHARASHTRA","422214"
"2025-06-27T04:15:14+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","HYD8","1","405-3099773-8189914","INR","498.00","40.00","0.00","faridabad","HARYANA","121001"
"2025-06-27T03:40:36+05:30","CI-WFL9-687M","X001FQGQMR","163651040X","CCX1","1","404-1538391-7907505","INR","347.00","40.00","0.00","PATNA","BIHAR","804453"
"2025-06-27T03:17:34+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","MAA4","1","405-8582748-2401938","INR","975.00","40.00","0.00","HYDERABAD","TELANGANA","500034"
"2025-06-27T03:10:13+05:30","1T-VT5B-1S8D","X001QW0E1T","1636511597","BOM5","1","406-6669061-3959541","INR","635.00","40.00","0.00","BENGALURU","KARNATAKA","560064"
"2025-06-27T02:55:12+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","PAX1","1","404-8042831-8806720","INR","1897.00","0.00","0.00","MAINPURI","UTTAR PRADESH","205001"
"2025-06-27T02:30:12+05:30","COMBO-TPS-2","X001E1U4XF","1636510434","BOM5","1","402-6603635-8904352","INR","2845.00","0.00","0.00","Bhopal","MADHYA PRADESH","462003"
"2025-06-27T01:33:16+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","HYD8","1","405-0892816-4285905","INR","758.00","0.00","0.00","HYDERABAD","TELANGANA","500032"
"2025-06-27T01:19:13+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","CCX1","1","405-2745382-9985902","INR","498.00","0.00","0.00","KOLKATA","WEST BENGAL","700084"
"2025-06-27T00:57:34+05:30","NY-9T1P-NNNQ","X0024MM9J5","1636512364","PNQ3","1","403-5062415-7297100","INR","795.00","40.00","0.00","CHANDIGARH","CHANDIGARH","160020"
"2025-06-27T00:37:11+05:30","8F-XEKV-7H28","X001FQJZO3","1636510450","BOM5","1","403-6320796-4878713","INR","975.00","0.00","0.00","Mumbai","MAHARASHTRA","400080"
"2025-06-27T00:00:16+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","DED4","1","406-4821088-3297128","INR","2752.00","40.00","0.00","RANCHI","JHARKHAND","834001"
"2025-06-26T23:49:12+05:30","42-8ZWD-D7GI","X001W9TNQD","1636511813","CCX2","1","404-1524443-9161960","INR","498.00","40.00","0.00","BUDGE BUDGE","WEST BENGAL","700137"
"2025-06-26T23:49:11+05:30","KC-PA75-47UJ","X001YTKDRT","B0CW2YX12T","DED4","1","404-1543627-8726742","INR","975.00","0.00","0.00","PANCHKULA","HARYANA","134116"
"2025-06-26T23:32:26+05:30","O9-XXEF-TQR4","X0028IILDN","1636513689","CCX1","1","406-6968744-0844301","INR","978.00","0.00","0.00","Kolkata","WEST BENGAL","700008"
"2025-06-26T23:30:34+05:30","5E-PQIM-IPE5","X00181NAAP","1949395960","BOM5","1","403-1940483-8513963","INR","347.00","40.00","0.00","BELAGAVI","KARNATAKA","590016"
"2025-06-26T21:09:12+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","LKO1","1","406-0664915-7682744","INR","758.00","40.00","0.00","PRAYAGRAJ","UTTAR PRADESH","211010"
"2025-06-26T20:57:20+05:30","HL-3VCQ-ER17","X001QZEDBD","1636511694","HYD8","1","404-2909350-6726757","INR","1897.00","0.00","0.00","HYDERABAD","TELANGANA","500085"
"2025-06-26T20:37:37+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","BLR8","1","407-1268492-9665104","INR","2752.00","0.00","0.00","Bengaluru","KARNATAKA","560048"
"2025-06-26T20:27:11+05:30","6K-BDG2-W01M","X001F3TOMJ","B09BYSVR6X","BOM5","1","171-2283989-7009103","INR","1467.00","40.00","0.00","GORAKHPUR","UTTAR PRADESH","273014"
"2025-06-26T20:15:14+05:30","15-KVM1-4SWU","X00176YALT","1949395774","BOM5","1","407-9930787-2200327","INR","498.00","0.00","0.00","Mumbai","MAHARASHTRA","400101"
"2025-06-26T20:09:34+05:30","03-NWK0-6I3X","X001IF8NA3","163651071X","BOM7","1","405-8043197-4813933","INR","498.00","0.00","0.00","PUNE","MAHARASHTRA","411060"
"2025-06-26T19:25:35+05:30","15-KVM1-4SWU","X00176YALT","1949395774","DEL4","1","402-7309410-6420305","INR","498.00","0.00","0.00","GURUGRAM","HARYANA","122018"
"2025-06-26T19:22:36+05:30","15-KVM1-4SWU","X00176YALT","1949395774","BOM7","1","406-9401715-5530743","INR","498.00","40.00","0.00","BELAGAVI","KARNATAKA","590016"
"2025-06-26T18:25:37+05:30","CI-WFL9-687M","X001FQGQMR","163651040X","BOM7","1","405-7025205-0818744","INR","347.00","40.00","0.00","PUNE","MAHARASHTRA","411038"
"2025-06-26T18:19:14+05:30","D8-RLCZ-ZOUR","X001QVXAQV","1636511589","CCX2","1","171-9724006-1647543","INR","635.00","0.00","0.00","RAJPUR SONARPUR","WEST BENGAL","700149"
"2025-06-26T18:19:14+05:30","1T-VT5B-1S8D","X001QW0E1T","1636511597","CCX2","1","171-9724006-1647543","INR","635.00","0.00","0.00","RAJPUR SONARPUR","WEST BENGAL","700149"
"2025-06-26T17:46:34+05:30","1M-WO07-G93U","X0017PANTN","B08DXQXXY7","LKO1","1","405-3826983-4094756","INR","532.00","40.00","0.00","BUDHLADA","PUNJAB","151502"
"2025-06-26T17:26:32+05:30","6M-VN2C-K1SE","X0026WO2PR","1636512933","BOM7","1","404-0794212-9245902","INR","498.00","0.00","0.00","NEW DELHI","DELHI","110092"
"2025-06-26T17:21:52+05:30","5E-PQIM-IPE5","X00181NAAP","1949395960","BLR7","1","403-1435509-5573101","INR","347.00","40.00","0.00","HYDERABAD","TELANGANA","500029"
"2025-06-26T16:57:41+05:30","15-KVM1-4SWU","X00176YALT","1949395774","BOM5","1","408-9426137-7779536","INR","498.00","0.00","0.00","GURUGRAM","HARYANA","122018"
"2025-06-26T15:30:32+05:30","2L-SVTF-KMWT","X001YWBYSD","163651118X","MAA4","1","171-3246467-2497921","INR","498.00","0.00","0.00","New Delhi","DELHI","110064"
"2025-06-26T14:50:37+05:30","1T-VT5B-1S8D","X001QW0E1T","1636511597","AMD2","1","403-7588117-8607509","INR","635.00","40.00","0.00","BAHADURGARH","HARYANA","124507"
"2025-06-26T13:12:35+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","DED4","1","406-4455143-8408368","INR","2752.00","0.00","0.00","NOIDA","UTTAR PRADESH","201301"
"2025-06-26T12:55:29+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","TQBF","1","405-7415513-3199511","INR","2752.00","0.00","0.00","MUMBAI","MAHARASHTRA","400042"
"2025-06-26T12:04:15+05:30","3O-7GIY-GAIA","X0017F0ZZ5","1949395839","CCX1","1","406-3558071-6292310","INR","474.00","40.00","0.00","GORAKHPUR","UTTAR PRADESH","273006"
"2025-06-26T12:04:15+05:30","1N-Z5TG-L8OO","X001D66I09","1636510345","CCX1","1","406-3558071-6292310","INR","498.00","40.00","0.00","GORAKHPUR","UTTAR PRADESH","273006"
"2025-06-26T11:02:13+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","CJB1","1","408-1230765-0679548","INR","758.00","40.00","0.00","PATHANAMTHITTA","KERALA","689625"
"2025-06-26T10:56:36+05:30","SQ-9NID-DM92","X001WFHUXZ","1636511848","BOM5","1","402-1926222-7896361","INR","499.00","0.00","0.00","RAJKOT","GUJARAT","360005"
"2025-06-26T10:46:13+05:30","COMBO-TPS-4","X001E1U4XP","1636510426","DED4","1","407-3889649-9091501","INR","2752.00","40.00","0.00","NEW DELHI","DELHI","110018"
"2025-06-26T10:34:16+05:30","LP-HVAU-WGNO","X002895N3D","1636513352","BLR7","1","406-1968611-3400367","INR","758.00","0.00","0.00","RAYACHOTI","ANDHRA PRADESH","516269"
