Pincode,Latitude,Longitude
560011,12.9299782,77.5861076
560013,13.048659,77.5512903
560014,13.0713323,77.5443301
560015,13.062043,77.5247686
560016,13.01969,77.6773774
474002,26.2110029,78.1752037
474006,26.2155163,78.2218359
560024,13.0414383,77.5972008
560027,12.9611631,77.586233
560028,12.9335631,77.5658803
560029,12.9308405,77.6074782
474011,26.2064354,78.1933455
670622,11.8391448,75.4775565
560032,13.0262912,77.5997924
560033,12.99611,77.6480797
560034,12.9255706,77.6343793
560035,12.89793,77.7009299
560036,13.0161532,77.6981648
560037,12.9623272,77.6972859
560038,12.98083,77.6392889
736159,26.3246747,89.6716625
560040,12.9648892,77.5291818
560041,12.9248197,77.5931626
711313,22.5662839,88.2142161
560043,13.0223767,77.6439649
560045,13.0366414,77.6191194
560046,13.0000311,77.602086
560047,12.9567959,77.6165499
560048,12.9890485,77.7067315
560049,13.0599316,77.7307779
396210,20.4260942,72.8461114
609203,11.16576,79.632367
560051,12.9875025,77.6028172
560050,12.9428222,77.5548835
605101,11.9968148,79.8107056
560055,13.0084795,77.5628162
560056,12.9506662,77.5019369
560057,13.0481048,77.5133837
302001,26.9233039,75.7954816
605107,11.9277439,79.6310889
560060,12.9047713,77.4669074
560061,12.9041641,77.539949
560062,12.8648069,77.4963491
560063,13.1327236,77.6115324
560064,13.1439643,77.5597677
515001,14.6734442,77.6002702
560066,12.9668492,77.7516428
560067,12.9455662,77.821318
560068,12.8986856,77.6365787
302012,26.9445225,75.740447
560070,12.9231949,77.570337
560071,12.955815,77.6388946
560072,12.9650761,77.5099131
560073,13.0401933,77.4880476
302017,26.8400237,75.8300444
560075,12.9709184,77.6566485
560076,12.8826231,77.6040475
560077,13.0608062,77.6548332
560078,12.8968844,77.5825509
560079,12.9888845,77.5330755
302026,26.8649023,75.6814434
642001,10.6499836,77.0488457
560082,12.8243154,77.4597215
560083,12.8151905,77.5761358
302029,26.8349065,75.7594481
560085,12.930476,77.5453259
560086,13.0066085,77.5431507
560087,12.9244692,77.7291947
134102,30.8044405,76.9148138
302033,26.8061839,75.8163765
560090,13.0930058,77.5160466
560091,12.9947022,77.4849282
560092,13.0614905,77.5938961
134109,30.6965111,76.8538637
560093,12.9841486,77.6698439
560094,13.0398962,77.5730973
560095,12.9395967,77.620834
134113,30.6843939,76.8418832
560098,12.9147147,77.5159128
560099,12.839842,77.7242679
560100,12.8502428,77.6545244
560097,13.0778781,77.5569036
560102,12.9143783,77.6432565
560103,12.9170541,77.6723963
134116,30.6689729,76.8845975
244713,29.2126687,78.9644273
560107,13.0848373,77.4903174
560110,12.950811,77.4777358
560111,12.9002725,77.5627704
769006,22.2505992,84.8795906
769009,47.0473933,29.3863606
470002,23.8421106,78.7363654
171001,31.1020907,77.1750318
171002,31.0873878,77.180198
171006,31.1052725,77.1923029
781315,26.5265281,90.9811629
695301,8.5829219,76.8557527
695307,8.6908329,76.7521378
601103,13.2576069,80.0173842
523286,15.4481152,80.122994
388120,22.5553189,72.9286772
425001,21.0041774,75.5560515
638002,11.319931,77.7260127
638003,11.3482498,77.7297354
572129,13.4708335,77.286111
396360,20.8227182,72.9960711
642126,10.5834608,77.2434099
683101,10.0958072,76.3622537
683104,10.0569441,76.3191031
638052,11.2811816,77.589558
380005,23.0849269,72.5930311
380006,23.0218084,72.5628934
380007,23.0123266,72.5582711
380008,22.9970528,72.6080617
380009,23.0357011,72.5583975
691306,8.9176159,76.9193554
380013,23.0554956,72.5598356
380015,23.0222278,72.527893
601206,13.362479,80.1405186
507003,17.2414312,80.1407979
208001,26.4695434,80.3260767
208002,26.4789802,80.3113961
208011,26.4234665,80.3258779
421004,19.2107375,73.1615473
453771,22.8324845,75.9322492
208015,26.385658,80.3798497
208017,26.5199841,80.1724961
380050,22.9797366,72.6092835
380051,23.0030604,72.5184513
380052,23.0464787,72.5343546
208021,26.3989992,80.3112113
380054,23.0457309,72.5291852
126102,29.3225726,76.3600131
380055,22.994312,72.5294721
396436,21.0293815,72.8472595
380058,23.02433,72.4722016
380059,23.0517737,72.5017821
380060,23.0891368,72.5083235
380061,23.065978,72.5357302
425109,20.9067451,75.3581432
122006,28.4796796,76.9995239
122007,28.469163,77.063661
122009,28.461201,77.0846708
122010,28.4965421,77.0967299
122011,28.4291416,77.0912021
122015,28.3706892,77.0154794
122016,28.5088974,77.0750786
122017,28.5133823,77.0422095
122018,28.4209475,77.0515156
122022,28.4614035,77.0674253
462003,23.2278862,77.4031601
462021,23.2453834,77.480568
462022,23.2454703,77.4815034
462023,23.2502976,77.441095
462024,23.210492,77.4478389
462030,23.2733371,77.3354922
695503,8.3937835,77.1358745
462041,23.2758574,77.466254
462042,23.1676632,77.416991
462043,23.2040138,77.4811496
388315,22.5627869,72.9185893
400601,19.2057717,72.9750536
400603,19.1947567,72.9923716
400605,19.2022855,73.0029929
400606,19.2068652,72.9662599
306401,25.844077,73.3942742
400607,19.2444678,72.9972688
400610,19.2394219,72.9692077
400612,19.1744687,73.0274198
400614,19.0279725,73.0355952
400615,19.2594846,72.9694865
396521,20.7591067,73.0639343
507115,17.5963931,80.7381168
507117,17.8843286,80.7508784
421101,19.3643183,73.1757195
630003,10.0746264,78.7825085
507123,17.5854946,80.2610996
122101,28.39272,77.0385694
122102,28.3633497,77.0746516
122103,28.2004549,77.0615883
695541,8.6290243,77.031383
122105,28.256911,76.9326293
458001,24.0716877,75.0698034
462101,47.0473933,29.3863606
695581,8.5625105,76.89088
695584,8.6138235,76.8920369
695588,8.5577522,76.9191202
691501,8.9621996,76.6752084
691506,8.9937717,76.7729974
400701,19.1229431,73.0028461
400703,19.0773813,73.0026233
400705,19.0668572,73.0092013
609602,10.9189109,79.8313603
400706,19.0233701,73.016157
400708,19.1697165,73.0046286
400709,19.1015626,73.0044246
413001,17.6682615,75.9013249
421201,19.2136251,73.0915408
421204,19.1707056,73.0897554
425305,21.0778997,75.7939084
711401,22.5733105,87.9846925
753001,20.4694382,85.8887569
847211,26.3235621,86.075074
249201,30.1080188,78.2949461
691571,8.8628156,76.6741453
847224,26.4489152,86.2841775
691578,8.833145,76.7392505
585102,17.3203343,76.82667
585104,17.3641512,76.8539453
585105,17.3274233,76.8403012
691601,8.9377507,76.6044615
416702,16.6075244,73.5139208
282005,27.2127169,78.0093765
282007,27.2060739,77.9612876
495001,22.0748219,82.1340883
495004,22.0745477,82.1537652
679325,11.0334334,76.2308873
495006,22.112505,82.1868694
712101,22.8981483,88.3982566
712102,22.8892282,88.3759541
679337,10.8826,76.2272158
110001,28.628733,77.2185065
110002,28.6388446,77.2388931
622001,10.3779943,78.8242412
421301,19.4140187,73.1995639
421302,19.2969349,73.0546482
110007,28.6804187,77.2036182
110008,28.6430938,77.1600533
110009,28.7029743,77.205372
110010,28.5782535,77.1183312
110011,28.6037734,77.2102999
421306,19.2270202,73.12255
110013,28.5887108,77.253169
110014,28.5800691,77.2527603
110015,28.6558467,77.1469537
110016,28.5490706,77.1988413
110017,28.5413477,77.2124168
110018,28.6375539,77.0828736
110019,28.5448223,77.2534597
110020,28.3890423,77.5495026
626110,47.0473933,29.3863606
110022,28.5658172,77.1750958
110023,28.5754583,77.1955698
110024,28.4681788,77.1966775
110025,28.5561901,77.285309
110026,28.6599383,77.1380916
110027,28.6463468,77.1195117
110028,28.618437,77.1522933
626125,9.5135288,77.6515319
110030,28.5168451,77.1902747
122004,28.4043556,77.0162798
110032,28.6756382,77.2854606
441804,21.1015584,79.8086011
110034,28.6944338,77.1341709
110035,28.6830148,77.1616281
712149,23.0674888,88.2454718
110040,28.8484009,77.0896352
151001,30.2134982,74.9467307
110044,28.5061191,77.2999265
110045,28.59331,77.0801106
110046,28.597389,77.1265179
110048,28.5484619,77.2376601
110049,28.5597155,77.2217208
364002,21.7745842,72.1509483
110051,28.6548735,77.2857931
110052,28.6830922,77.1756241
110053,28.6918833,77.2665466
364001,21.7659067,72.1342094
110057,28.565622,77.1612388
110058,28.4191101,77.0224285
110059,28.6187129,77.0531853
577004,14.4584862,75.9121676
577005,14.4441346,75.9263368
110062,28.5127424,77.2379107
110063,28.6723426,77.1057526
110064,28.6259484,77.1128646
110065,28.567808,77.2481004
110067,28.5463672,77.1703613
110068,28.5074286,77.2000498
110070,28.5217931,77.1596785
110072,28.6510956,76.9465938
491001,21.1717484,81.2893683
110075,28.5923873,77.0580662
110076,28.5406364,77.2693244
683516,10.1854396,76.2076776
110078,28.6039304,77.0388471
110077,28.5731545,77.0654305
110084,28.7380038,77.205005
110085,28.7201177,77.1144887
110086,28.7036078,77.0629407
110088,28.7094708,77.1624881
712202,47.0473933,29.3863606
110091,28.6082045,77.2976599
110092,28.6258258,77.3189685
110093,28.68762,77.2941588
110094,28.7155481,77.2737919
110095,28.6781534,77.3127412
110096,28.6041406,77.3223769
831001,22.8097305,86.1681227
831003,22.7902228,86.2143503
831007,22.774594,86.2096561
532001,18.3007319,83.8965114
831012,22.8262319,86.2115652
831019,22.7846495,86.262082
683565,10.0167476,76.4168785
122414,47.0473933,29.3863606
122413,28.2953391,76.8592839
441906,21.1476739,79.5733169
712245,22.6724585,88.3369958
683574,10.1825472,76.4580924
147001,30.3377406,76.383526
712250,22.722441,88.3346334
249403,29.9321337,78.0969227
147005,30.348906,76.356296
249407,29.9302586,78.1057273
360002,22.2732002,70.7997293
360003,22.3175849,70.8250404
360005,22.2820698,70.7610034
571419,12.639157,76.9944876
577101,13.3249768,75.7772784
577102,13.337263,75.8138381
786001,27.314355,94.6131824
201001,28.6600812,77.4236905
201002,28.6695464,77.4547002
700001,22.5622729,88.350192
700008,22.4804329,88.3184474
700014,22.5557617,88.3682533
700017,22.5428637,88.3627528
700020,22.5381536,88.3490075
413305,17.5148246,75.5234637
700026,22.5202618,88.3482448
700027,22.5297349,88.3309841
700028,22.632033,88.4175575
700029,22.5178471,88.3585455
700030,22.6192937,88.3940927
421503,19.1633822,73.2401147
700031,22.5066941,88.3722401
700033,22.5077493,88.3487081
212601,25.9004544,80.8236452
827004,23.6686124,86.1485545
700038,22.541092,88.340942
122503,28.3271255,76.7801985
700040,22.4833841,88.3481086
229001,26.3484715,81.1056723
122505,28.4509267,76.9214409
122506,28.4489631,76.8471562
212620,26.3987103,80.6079402
700045,22.5031563,88.3592917
700046,22.5427215,88.3830924
700047,22.4738256,88.3681588
700048,22.5573178,88.3963197
201012,28.6565522,77.3656365
201013,14.4194347,120.9771683
700053,22.5082726,88.332906
835221,23.2532981,85.3056462
700055,22.7574136,88.0011436
700056,22.6611615,88.3832115
143001,31.6368084,74.8767354
700058,22.6789902,88.3702696
700059,22.6146266,88.4311586
700060,22.5072267,88.3043336
700061,22.4827362,88.2889081
143002,31.6271696,74.8551743
679575,10.7177049,76.0193534
143008,31.6804096,74.9021411
700064,22.5956092,88.410342
700065,22.6385333,88.4074641
143009,31.5704263,74.8067485
151204,30.5772965,74.8192499
700068,22.503035,88.3630728
147105,29.8964778,76.0989691
700071,22.54722,88.3493842
201017,28.7054819,77.4362052
700075,22.4943001,88.3825251
700078,22.5052568,88.3869548
700081,22.650254,88.4349579
782002,26.3555597,92.6618865
700083,22.6678048,88.3956969
700084,22.46536,88.3814548
577201,13.9384652,75.5719452
700091,22.5765007,88.4301374
700095,22.4944516,88.3601045
700099,22.493047,88.4037564
700103,22.4362295,88.3651857
700105,22.5523783,88.3992474
700106,22.5749115,88.4154792
700107,22.5149333,88.398416
786125,27.4904169,95.3573578
610001,10.7745198,79.6334505
401105,19.3061949,72.8583255
401107,19.281256,72.8740726
700116,22.7192677,88.3701621
586101,16.8321038,75.7142685
700118,22.7231373,88.4079738
700120,22.7581366,88.3699282
311001,25.3623721,74.6397874
700126,22.7175473,88.4571537
700127,22.7097547,88.4652485
421601,19.4449424,73.3165157
524003,14.4319927,79.9756275
700135,22.5992772,88.506393
700136,22.6324467,88.448357
225001,26.9131189,81.2607754
700141,22.5007005,88.2617901
700150,22.4439407,88.4322895
700151,47.0473933,29.3863606
700154,22.4522654,88.3764785
786170,27.4927556,95.4335018
700156,22.5645378,88.4905421
700157,22.620236,88.4432989
786171,27.3945708,95.6220491
700159,47.0473933,29.3863606
147203,30.5824575,76.1974732
741137,23.6786748,88.3011557
180001,32.7252049,74.8624742
180002,32.7327826,74.8403252
393002,21.6161199,73.0151836
180011,32.6773909,74.9015089
180010,32.6697465,74.877936
192301,33.8682763,74.9388346
606001,11.5520908,79.3228363
401203,19.4176834,72.8105324
712503,47.0473933,29.3863606
524101,14.1560448,79.8540575
520008,16.510233,80.6668991
413512,18.3946351,76.5699473
520010,16.5016519,80.6550652
520011,16.523897,80.6379399
520012,16.5283231,80.6009141
221002,25.3388902,82.9810331
221005,25.2786604,82.9903515
737102,27.3122919,88.5999671
741201,23.1726456,88.5681971
524126,13.9067399,79.8986275
143201,31.5055963,75.2665737
302004,26.8915806,75.7916783
147301,30.6645086,76.2903431
302006,26.9026733,75.782833
262001,28.6129945,79.8301452
741235,22.9663444,88.4546093
688008,9.5205412,76.3279322
798601,26.3151166,94.5123429
401301,19.3251158,72.886097
401303,19.4491919,72.8106183
302015,26.879514,75.7966423
401305,19.4514386,72.8168435
303007,26.8363806,75.5669502
302016,26.9266908,75.7900592
516002,14.4754613,78.8347933
516003,14.4620057,78.8184388
516004,14.4586433,78.8299711
413605,17.7870801,76.4746021
302018,26.8530032,75.7964678
524201,14.9079484,79.9921861
302019,26.8771749,75.7569131
221106,25.2736803,82.9614662
302020,26.8552598,75.761669
302021,26.9045807,75.741556
131001,28.9919196,77.0166508
532409,18.1418131,83.7043807
335804,29.320566,73.9057281
131028,28.8742099,77.1203352
344032,26.0891553,72.1622253
274407,26.656185,84.1716743
302031,26.9065679,75.9057629
302034,26.9112606,75.7203332
602106,12.9272235,79.8753563
302039,26.9673221,75.7716104
389151,22.8459277,74.2378773
516150,14.237189,79.0967207
680004,10.5204248,76.2013945
176209,32.1522235,76.2979765
422005,20.0057765,73.7669254
762001,20.4834067,84.2275002
786602,27.3599946,95.3227293
205001,27.2303225,79.0230547
209115,26.3110107,79.6910293
635110,12.6582406,77.7900391
852201,25.866392,86.5782344
442605,20.2034328,80.0389224
762101,20.0483931,84.2275703
250110,29.0546431,77.7054267
721171,47.0473933,29.3863606
160020,30.7202476,76.7779653
799003,23.8060883,91.2642483
422214,19.958397,73.8351507
848210,25.7512525,86.0314318
160103,30.7752992,76.8097347
500078,17.5960476,78.5762193
246149,29.7464317,78.5178866
614804,10.2841179,79.1985749
324008,25.1309565,75.8739533
600087,13.0443724,80.1818059
754103,20.2493134,86.1840985
676305,11.0670391,75.9612956
582101,15.4284261,75.6301412
713203,23.5743581,87.2363759
713212,23.4845051,87.4104783
361006,22.4543967,70.0392674
680517,10.6475687,76.0815421
410205,18.5605828,73.2328781
713325,23.6621033,86.9426247
533103,17.0069975,81.7867803
443001,20.5154969,76.1786444
144004,31.3549167,75.5798836
144005,31.3161391,75.6075386
676503,10.998304,76.012557
275101,25.9418697,83.5500089
570021,12.3210663,76.6501622
361142,47.0473933,29.3863606
500006,17.2724509,78.4242027
828105,23.907034,86.39092
635601,12.4959543,78.5664021
783121,26.1553968,90.6195466
574230,12.7171497,75.560292
230204,25.7466972,81.5462799
742225,24.475546,88.0396092
271201,27.4225248,82.1806617
390006,22.3131384,73.2179026
390009,22.2730733,73.2065965
410506,18.7107754,73.6803763
521101,16.5519723,80.7767915
832401,23.03962,86.0985056
431002,19.8283268,75.1516563
431009,19.8653324,75.3505158
533434,17.0307676,82.2018916
533437,17.0843724,82.1339279
562109,12.7836706,77.4161264
562112,12.704348,77.4776711
136129,30.1160536,76.6658328
246732,29.6313511,78.1765295
181206,32.7495148,74.7464986
173025,30.454609,77.640891
334803,27.5185362,73.4542255
627756,9.1958099,77.5381151
382010,23.2254218,72.6583497
124001,28.8884502,76.60807
636006,11.6434168,78.1529069
736182,26.802749,89.3969674
140401,30.4771727,76.5615045
177301,47.0473933,29.3863606
206001,26.7850953,79.0113621
247001,29.9502164,77.5425811
144624,47.0473933,29.3863606
800001,25.6091102,85.1509579
800002,25.5912744,85.1065639
509217,17.1720115,78.1396091
415020,17.7958889,73.9412767
517425,12.7332773,78.39288
759100,20.9786805,85.1934781
243006,28.3751169,79.4564448
587103,16.1633047,75.6656174
796012,23.7484301,92.7230003
411032,18.5809933,73.8986711
394650,21.1089269,73.3951635
431512,19.3347908,77.1521678
751001,20.2863237,85.8223543
411044,18.6545636,73.7698274
751012,20.2781367,85.8170882
751023,20.3172718,85.8174174
689597,9.4146325,76.6557502
685509,9.6094112,77.1658886
689625,9.2616756,76.712694
620014,10.7902464,78.780732
689648,9.2192812,76.7722368
620018,10.860756,78.7097159
431604,19.1499013,77.3234116
431605,19.1688808,77.2975372
685588,9.8677274,76.7939598
370201,23.0705486,70.1288546
370205,23.0598686,70.082076
247341,29.7526661,77.2529971
190006,34.1478851,74.8372164
620102,10.8120131,78.6330986
124507,28.6836113,76.9260312
501401,17.6291317,78.4864064
313004,24.5955079,73.691101
641047,11.164972,76.9502447
440006,21.1658583,79.0547268
743122,22.7900069,88.380306
743123,22.8552295,88.4218835
841426,26.44764,84.1150116
440023,21.1541735,78.9869842
440022,21.1216919,79.0572338
743127,22.8244023,88.3870998
272125,26.9053735,82.9383109
395006,21.2177402,72.8740131
395017,21.155123,72.8129518
784153,26.7038673,92.6506512
231217,24.2132461,83.0368669
231222,47.0473933,29.3863606
673633,11.1861567,75.8793481
518004,15.835563,78.0403295
743291,22.6136708,88.8141011
673661,11.2718247,75.958973
636808,12.3410433,78.0411574
628617,8.5639809,77.9550469
686016,9.6163162,76.5356366
415709,17.7043914,73.4142959
743398,22.3744928,88.2714185
641006,11.0577763,76.9980677
641014,11.033737,77.0274637
641015,11.0129284,77.0218557
641012,11.0206469,76.9628539
600060,13.1149952,80.2235719
600061,12.9788994,80.1890885
768001,21.466831,83.9793763
641028,11.0136873,77.002974
641029,11.0627801,76.9407722
600074,12.9767743,80.1377565
600075,12.9723353,80.1359771
641039,47.0473933,29.3863606
600089,13.0250058,80.182092
600093,13.0511863,80.2000917
682021,10.0278312,76.3345903
600107,13.0643241,80.2029863
682027,10.0423164,76.2687495
682028,9.9965167,76.321247
600113,12.9940964,80.2439226
211003,25.4332518,81.8430564
600128,13.0091535,80.1353144
211010,25.3529153,81.8857146
424002,20.9122507,74.7641124
208020,26.4704962,80.2463679
125055,29.5235953,75.0258295
403602,15.2890026,73.9711583
723101,23.3340102,86.3687203
424101,20.4590059,75.0109897
444606,20.9217118,77.7670285
248009,30.3932675,78.0960109
416007,16.6678616,74.2120874
637207,11.164388,78.0409028
682303,10.0004958,76.393738
690518,9.0524761,76.5357297
788830,25.1079338,93.1525647
416104,16.6891082,74.6041115
625006,9.7391867,78.0075235
522616,16.0907036,80.1668982
580007,15.4515256,74.9875937
793001,25.5791791,91.888302
629169,8.2721192,77.2507203
711108,22.6090311,88.319215
686561,9.64793,76.5234763
281121,27.5712713,77.6858539
490020,21.2099851,81.325781
412205,18.3523069,73.8946699
641608,11.0773235,77.3664993
670301,11.9816745,75.3098393
273006,26.7722476,83.3879774
641653,11.2362128,77.1713612
273015,26.7751896,83.3508603
613004,10.7684638,79.1140848
400020,18.9414351,72.8267758
826005,23.8073141,86.4641001
400025,19.0146026,72.8287391
629401,8.1495036,77.5655257
416415,16.6152137,74.3836415
744103,11.6499836,92.7034804
400054,19.0827298,72.836815
781007,26.1721481,91.7629256
400081,19.1716442,72.9615733
400083,19.1149854,72.9319381
400094,19.0376194,72.9279643
695017,8.5478566,76.9164503
412412,19.2452213,74.0090943
695043,8.5521508,76.9593194
781125,26.0710156,91.5226175
605008,11.9521921,79.8131478
605013,11.9391986,79.816589
781171,26.1690722,91.7569998
736121,26.4829601,89.5323276
625531,10.0140454,77.4836206
474005,26.2288548,78.2086264
560022,13.0277171,77.5450841
396191,20.3802276,72.9356395
560039,12.9402144,77.5252032
453556,22.6268474,75.7904077
560054,13.0337135,77.5576876
560059,12.9250588,77.4957941
302013,26.8745837,75.6721761
642003,10.6222676,77.0738153
732121,24.9168341,88.281529
560105,12.7882366,77.6241069
134117,30.6714133,76.8584598
224229,47.0473933,29.3863606
470001,23.8062572,78.750175
769008,22.2524273,84.9046114
814133,24.8338619,87.2048193
494661,19.6679318,81.2293928
683105,10.0958018,76.4158271
380004,23.049416,72.5903283
691305,9.0199245,76.9182031
363641,22.8117334,70.8318901
691322,9.0195947,76.8843885
507002,17.2577817,80.1629128
515201,13.8306754,77.4945507
421002,19.2257753,73.1644791
208025,26.4795568,80.2877777
208026,47.0473933,29.3863606
122008,28.3753056,77.0727958
462039,23.1880996,77.4349288
400604,19.1917257,72.9537787
462047,23.1622486,77.4718493
486661,24.3670115,81.9803295
695573,8.5163538,77.021628
691538,8.9912663,76.8413957
638301,11.4493209,77.6828348
753014,20.4786298,85.8370796
282001,27.1494785,78.0569551
712103,22.8648139,88.2884957
507303,17.1929856,80.7335482
110021,28.5930847,77.1810196
110033,28.7279859,77.1692939
122005,28.324807,76.782893
110037,28.5440836,77.1249613
110038,28.5131037,77.106859
110039,28.8104973,77.0294572
110041,28.6679924,77.050791
110043,28.5829277,76.9694108
581110,14.7823402,75.4013199
683513,10.134258,76.2310879
110074,28.482,77.1867302
110089,28.7280055,77.1288484
712222,22.8008988,88.3046863
712139,22.8497703,88.3445848
249402,29.9288235,78.0220477
360001,22.2929367,70.7927136
585328,17.9958695,77.1944495
700025,22.5317135,88.3469093
700034,22.4961815,88.3171176
421501,19.2062422,73.1843668
700036,22.6753785,88.4160087
835217,23.4197427,85.4065985
700054,22.5818601,88.3915702
532127,18.4604989,83.656716
700070,22.4719298,88.3559636
700074,22.621812,88.4060988
700089,22.6040117,88.4014279
700090,22.6374772,88.3815753
700124,22.7159946,88.4919563
700129,22.6962089,88.4651441
524002,14.4607446,79.9883619
700137,22.4708296,88.1766435
700144,22.3626697,88.4340071
700147,22.4173683,88.4287126
700148,47.0473933,29.3863606
700149,22.3953465,88.4023243
700153,22.4499546,88.3851681
233225,25.7084305,83.885719
606003,47.0473933,29.3863606
180020,32.6920354,74.8809124
135001,30.1348124,77.2863644
524121,13.7016649,80.0194822
741222,23.0755594,88.5356636
741252,22.9465867,88.5379875
209206,26.1433699,80.1790135
516001,14.4761549,78.8229597
643002,11.4162413,76.7244445
442301,20.5420182,78.8426829
151502,29.9441766,75.5652131
131027,29.022609,77.062652
577501,14.2270334,76.4059647
602105,12.9639594,79.951267
