Pincode,Latitude,Longitude
600031,12.9442558,80.1794264
600032,13.3158868,80.152596
600033,13.0354306,80.2216036
600035,13.0295043,80.2402893
600036,12.9958546,80.2376733
600037,13.0829545,80.1727611
600040,13.0850733,80.2060613
600041,12.9783145,80.2576334
600042,12.9787887,80.1978307
600043,12.9729171,80.149452
313324,25.0764723,73.8904424
600044,12.9540812,80.1391818
641004,11.0288387,77.0109496
641002,11.0104378,76.9512385
641007,11.0051025,76.955115
600045,12.9289687,80.1146678
600049,13.1064135,80.2076572
641011,11.0248934,76.9450268
600052,13.2051505,80.168694
600053,13.1155473,80.1538652
133103,47.0473933,29.3863606
342001,26.2886583,73.0219953
600056,13.0581602,80.1210975
342008,26.2539704,72.9763959
641018,11.0105721,76.9797484
600059,12.9273342,80.1302837
342011,26.2731158,73.0338249
313341,25.6513862,74.0047302
641021,10.9386463,76.9795388
600063,12.9121581,80.0951857
600064,12.9390189,80.14476
641025,11.0383339,76.9279093
641027,11.0442518,76.9576075
600069,13.0001119,80.0967722
743429,22.5868396,88.9295454
768006,21.4862571,83.9750566
600073,12.9129827,80.1507941
571401,12.5245374,76.8841344
641035,11.0739932,77.0024551
641036,47.0473933,29.3863606
641037,11.0137954,76.9830187
600078,13.0401734,80.1997398
600077,13.0706768,80.1268748
751021,20.3294612,85.8088808
641041,11.0266734,76.9117279
600082,13.1162831,80.2257796
600083,13.0351553,80.2112261
682005,9.9402531,76.2596016
641046,11.0381998,76.8775452
174101,31.0533156,76.7001787
600088,12.9895171,80.2033513
641048,11.0859507,77.0480183
600090,12.995508,80.2654723
600091,12.9679658,80.1950838
600092,12.9635473,80.1334752
796701,22.9323216,92.7385321
682013,9.9397671,76.2962908
600095,13.0612645,80.1666231
682016,9.9653421,76.287305
682017,9.9944305,76.2934824
600097,12.8525429,80.2044312
600099,13.1270277,80.2127472
600100,12.9228066,80.1970027
600096,12.9578886,80.2421736
182301,32.9881075,74.9341883
600102,13.0870584,80.2230039
600106,13.0730148,80.2114757
682030,10.0150022,76.3464892
682034,10.0503702,76.2909782
600115,12.9460145,80.2542229
600116,13.0316602,80.1621693
600117,12.9467149,80.1824383
403507,15.5943907,73.810868
600119,12.8955917,80.227321
682039,10.0046467,76.3472715
682041,9.9560633,76.3918557
600122,13.0144147,80.1324954
211001,25.4518882,81.8358632
211004,25.4843699,81.8578713
600125,13.0204448,80.1641325
600126,12.9023551,80.1611349
600127,12.8425143,80.1464738
211006,25.4480177,81.8700287
403521,15.5304806,73.8267422
600130,12.8463302,80.2216136
731204,23.6645225,87.6983041
125001,29.1514664,75.725064
133201,30.205575,77.043509
641107,11.1290082,77.0526206
141412,30.7515983,76.1229661
125044,29.1164099,75.8196416
678008,10.8163222,76.6469676
678013,10.7668885,76.6639616
784525,26.5932761,91.9765885
506001,18.0035993,79.5609566
506002,17.9778223,79.6018787
506013,17.9733663,79.6277371
121001,28.3955154,77.302534
121002,28.4154772,77.3293565
121003,28.4645505,77.3084408
121004,28.3433827,77.3254907
121006,28.3703399,77.3251944
121007,28.3905198,77.3230936
121008,28.4360975,77.3218957
846001,26.1157212,85.9001198
121010,28.4648704,77.2973238
641201,10.917418,77.037771
334004,28.0318527,73.2982145
444604,20.9500675,77.7614554
248001,30.3319169,78.0399001
760004,19.3085954,84.8080159
248008,30.3038181,78.1007233
461001,22.750296,77.7280044
571606,12.3941116,76.6064078
174303,31.4672975,76.2695971
391410,22.289287,73.1313768
723202,23.3727176,85.9851624
403715,15.2127898,73.9747682
416002,16.6966611,74.2268034
522503,16.4360808,80.5704665
416008,16.9694717,74.307762
629001,8.1828899,77.4305437
403722,15.3624317,73.9259724
506122,17.7947894,79.7999296
629003,8.1881887,77.4066106
416012,16.6902533,74.2235276
121101,28.35111,77.4048718
502032,17.5076713,78.3020032
842002,26.1115107,85.3946178
842004,26.1816015,85.3991815
854301,25.7992233,87.388267
244001,28.8490514,78.7633877
342307,27.4041144,72.494953
506169,18.4282175,79.8507282
682301,9.9467942,76.3477284
160036,30.7398513,76.7484512
682313,9.8798279,76.4433419
756042,21.3240775,86.7424974
797001,25.6711181,94.1028329
285001,25.9307351,79.4222396
756045,21.2991564,86.6866255
690509,9.246702,76.5905605
801103,25.5541229,84.9176668
801105,25.5797514,85.0392925
690514,9.2889264,76.4519631
756056,21.4511588,86.8901738
608602,47.0473933,29.3863606
403802,15.3967246,73.8151382
690525,9.0945491,76.4910954
690526,9.1318539,76.5130194
383325,23.2357284,73.1886089
416101,16.7795719,74.5568247
518502,15.4753009,78.4808827
522601,16.2332452,80.0500417
416113,16.9212358,73.9316013
625014,9.9704503,78.134679
416119,16.7067657,74.3052319
625017,9.9336182,78.0956329
641402,11.0133557,77.1052189
625019,9.9538384,78.0279417
625020,9.9567415,78.1601262
752001,19.7996539,85.8166365
160055,30.7107241,76.7091178
752030,19.7481346,85.2107134
580001,15.4568162,75.0058984
580002,15.4261466,75.0230778
580004,15.4395941,75.0207233
686503,9.6108261,76.6807632
281001,27.489815,77.6769859
686506,9.5506962,76.7044174
584111,16.4041385,76.953472
686512,9.5586101,76.8355496
752050,20.1697423,85.7027923
580020,15.3511594,75.1445863
793014,25.5634137,91.9032309
580023,15.3594192,75.1750397
797112,25.8767771,93.7065561
797113,25.911652,93.7142485
629179,8.3038463,77.2558791
629180,8.2199348,77.3419444
711102,22.5668739,88.3221337
711103,22.5615518,88.3123728
160062,30.6952014,76.7283283
711104,22.5871684,88.3072285
412101,18.6614342,73.7341729
422207,20.0997744,73.8983836
711109,22.5670338,88.271813
412105,18.6576331,73.8759489
625102,10.070696,78.4202076
621007,11.0417666,78.6987893
322001,26.0360106,75.9644086
412114,18.6847887,73.797127
412115,18.5101322,73.7246739
834001,23.3744147,85.3387823
160066,47.0473933,29.3863606
834002,23.3384256,85.3136052
834003,23.3003936,85.3150587
834004,23.3159519,85.276965
834008,23.3962968,85.3230103
535002,18.1114477,83.4146158
160069,11.5717568,104.9288306
752101,20.2803051,85.9041689
686571,9.71609,76.6136137
686575,9.7191963,76.6857308
387570,22.7284419,72.7205334
453112,22.7414518,75.7926131
686584,9.6661683,76.6353417
502279,17.8811694,79.0430026
490009,21.1946753,81.3180004
502300,17.514671,78.248725
412201,18.4855763,74.0319154
412207,18.5865381,73.9844099
416308,17.0901975,74.4251361
621112,10.9169754,78.734808
412220,47.0473933,29.3863606
793150,25.4530297,92.2816056
531020,17.5685137,83.0939853
244302,28.5584885,78.5594422
146001,31.5287807,75.9049869
576104,13.3532131,74.7855772
576105,13.3965808,74.7515747
273004,26.7796752,83.3787657
678508,10.5881371,76.605516
785004,26.7186891,94.1853178
273014,26.7736215,83.4069396
641659,11.1395357,77.1491341
400001,19.001408,72.8571222
400002,18.9538693,72.8331284
400003,18.9554783,72.8329818
400005,18.914019,72.8181577
711302,22.5811531,88.2027507
400006,18.952919,72.7994323
400008,18.9441525,72.8582333
400009,18.9589457,72.8377626
203401,47.0473933,29.3863606
400010,19.08778,73.1517694
400011,18.9942307,72.8444232
400012,19.0747214,72.9164313
613005,10.7475532,79.113742
400013,19.0049454,72.8284502
400015,18.9998578,72.8517026
400014,19.0182681,72.8505038
400016,19.0356736,72.8425953
412307,18.5068325,73.9708094
412308,18.4719548,73.9684446
400018,19.0016953,72.8199782
400019,19.0243,72.8550026
711316,22.4803056,88.0931051
400022,19.0415878,72.8650477
322201,26.4778458,76.7280014
400024,19.0620065,72.881827
400026,18.9707844,72.8082933
400028,19.0184783,72.8363846
711322,22.5441232,88.1430924
400030,19.0073569,72.8196755
400031,19.0166529,72.8558377
621216,10.8761607,78.7073864
228001,26.2306362,81.7949093
400036,18.9629349,72.8060181
400037,19.0230334,72.8661921
400042,19.1338574,72.9366251
400043,19.0636007,72.9207789
400047,19.1348417,72.8380821
400049,19.1942114,72.8130592
400050,19.0574381,72.8297109
400051,19.0506764,72.862163
400052,19.0740025,72.8314418
400053,19.1379039,72.8298195
400055,19.0807509,72.8486087
400056,19.0549299,73.0039117
400057,19.1029432,72.8498215
400058,19.1213823,72.8394628
400059,19.1156973,72.9282143
400060,19.1356121,72.8571157
400061,19.1337082,72.8141876
400063,19.1675048,72.8592342
400064,19.1888097,72.8402836
400066,19.2286214,72.8623987
400067,19.2072835,72.8381286
400068,19.2492387,72.8613129
400069,19.1216262,72.8533552
400070,19.0788648,72.8829412
400071,19.1071147,72.9066352
400072,19.1063395,72.8913618
400074,19.034659,72.8930381
572106,13.4156874,77.1474723
400076,19.122641,72.9126067
781005,26.1599324,91.7754396
400078,19.1491377,72.9360106
400079,19.0959008,72.9173035
400080,19.175575,72.951328
482001,23.1626122,79.93272
482002,23.1751221,79.8878935
781012,26.1603208,91.6839142
781014,26.1520575,91.6583118
400086,19.0874939,72.9035185
400088,19.045793,72.9196126
400089,19.0599043,72.8996003
781018,26.13411,91.708594
695002,8.4727792,76.9734545
400091,19.2313061,72.8387751
781021,26.1854106,91.7883869
781022,26.1310016,91.8087112
400092,19.2429816,72.8474694
781024,26.1714701,91.7804965
781025,26.151006,91.7463395
400093,19.1261345,72.8659144
801503,25.6271925,85.0516782
781028,26.1259329,91.7971112
781029,26.107617,91.779163
142052,30.8474411,74.7750386
781031,26.1982087,91.6900387
781032,26.1576747,91.7587321
400096,19.1230578,72.8694782
781034,26.1412441,91.7510973
400098,19.0782455,72.8616098
400099,19.1046191,72.8633936
695012,8.4925899,76.9757778
400101,19.2050338,72.8700113
781039,26.1878928,91.696181
400103,19.238461,72.8498236
400104,19.1593801,72.8416006
711405,22.6491751,88.2288478
695032,8.483528,77.0009997
695033,8.5115082,76.9439812
523002,15.5112397,80.0388828
695035,8.4969153,76.9395466
224001,26.7855168,82.1039627
416520,16.012399,73.694259
781101,26.2499848,91.6507547
691001,8.8866139,76.5982507
695102,8.7084391,76.7961889
691007,8.885306,76.5682795
392001,21.7047928,72.9895128
691015,8.9103476,76.6223407
695011,8.5280848,76.9195848
691019,8.9037129,76.6131724
781132,26.1034822,91.4746069
605009,12.0549359,79.7823712
822101,24.0409677,84.0697181
736101,26.319541,89.4499669
625516,9.7402925,77.2886598
445304,20.0540598,78.8216994
224123,26.7876933,82.2008615
560001,12.9807371,77.5940135
560003,13.0016346,77.5734293
560004,12.9434895,77.5739593
560005,12.9964644,77.6199591
560008,12.9773042,77.6265369
441224,20.0481057,79.645724
